func_id,offset_key,segment
0x04B7,798_850_90b_9f0_a28_aa4,0
0x04B7,bda_c24_c5e_cd7_ef9,0
0x04B7,f85_fad,0
0x04B9,0_84_fa_128_152_1b0_1e2_25e_307_3f3_4c2_526_526_5b0_63f_679_848_87a_99c_9f1,0
0x04BD,15_6e_9b_b7_109_173_1ce_216_247_295_2b5_2f9_36c_397_3e5_46c_55a_59c_666_6a6_782_7c5_7ed_807_82b,0
0x04BF,22_f2_14a_172_19d_1db_200_2a9_2d7_14a_305_1db_388_3bd_4ad_524_5c4_679_6c1_731_74d_7f0_8b6,0
0x04C3,15_5b_81_bb_127_15e_17a_190_1a3_1e1_20c_24f_27b_2fe_37e_458_4f4_56d_5cb_5e7_66c_6a9_6de_795,0
0x04C4,9e_b7_be_13e,0
0x04C4,17a_1aa,0
0x04C5,75_a6,0
0x04C7,29_7f_112_140_14d_164_17f_186_19f_214_319_35f_36c_3eb_44d_47b_50c_5cf_643_6d2_77e_7f3_85a_8b1_8f4_916_963_983_9fb_a35,0
0x04CD,15_49_76_a0_f9_168_1d8_250_311_376_481_4c7_55e_593_5a9_5b0_5e1_60c,0
0x04D4,7f_cd_e6_ed_103_125,0
0x04D4,132_e6_147_19d_29a_3c3_41c_53a_5f6_6d4_705_730_778_7d6_8b9_91a_9ed_a1e_a3a_ada_b41_ba8,0
0x04D4,bde_c1e_c58,0
0x04D5,27_f9_109_12a_14b_15a_170_1bd_14b,0
0x04DD,7_ba_149_183_199_1dc_213_260_270_2a6_2cf_300_340,0
0x04DD,367_396_3a9_451_4e6_520_611_63f_773_80e_824_8e9_9db_a42_b15_b3d_bae,0
0x04DF,7_ba_149_183_199_1df_21c_260_27f_2c2_2ee_31b_379,0
0x04E0,7_ba,0
0x04E2,2b_c1_20a_2a6_2f5_3d5_46d_4f2_648_715_8a8_8e0_906_993_9c8_a05_a6c,0
0x04E5,33_6a_b7_e0_136_161_18c_1f2,0
0x04ED,1c_80_b7_d9_111_1bf_2ab_379_48e_503_5bc_66e_6ec_777_843_8b4_93a_9ed_a87_aa9_acd_af1_b62,0
0x04EE,15_52_68_86_90_d9_ef,0
0x04F2,15_4f_5c_99_b6_c4_129_17b_1eb_4f_240_2b2_2f5_359_433_517_53c_567_691_872_b6_8bb_bd3_c5e_ceb,0
0x04F9,15_5b_6e_92_b3_149_20c_2af_35e_43b_47f_67f_6be_6fe_78d_80c_858_908_9a5_a00_a2b_aa4_ac6_afb,0
0x04FC,15_49_72_9a_10f_18a_1dc_1de_2c2_317_37a,0
0x0500,0_43_118_1a9_22b_28b_372_4aa_5f8_64d_797_915_a13_ab1_b47_c29_d23_f05_10a0,0
0x0608,0,0
0x0857,0,0
0x0857,65_c2,0
0x085F,7_95_cd_db_12d,0
0x0860,0_91,0
0x0878,0,0
0x08A6,23,0
0x08A6,7b_b3_c1_12a_1c7_1d5_1fb,0
0x08AC,0_55_a2_a9_ce,0
0x08AC,173,0
0x08AF,0_40_90,0
0x08B5,0_bc,0
0x08B8,0,0
0x08B8,5f_b4,0
0x08BA,0,0
0x08BD,4_b8_c0_16e_17c_1a5_24e_337,0
0x08C3,0,0
0x08C3,3ce_3de_3e2,0
0x08C5,0,0
0x08CE,28_5c_fa_114_194_1de_2c1_2db_1f00_3d2,0
0x08CF,0_140_190_302_340_393,0
0x08D0,13_9e_e7_151_18b_1a2,0
0x08D1,0,0
0x08D2,0_53,0
0x08D8,0,0
0x08DB,0,0
0x08DB,3b8_3c8_3cc,0
0x08F2,5,0
0x08F3,21_15d_1fa_28e,0
0x08F4,14_9d_c5_120,0
0x0948,0,0
0x0948,5c_c3,0
0x094C,0_a0_b0_319_329_32d,0
